Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-12-27 00:00:00-05:00,87.6427536408087,87.70488498602256,86.55205017334083,86.61418151855469,44499500,0.0,0.0,0.0
2005-12-28 00:00:00-05:00,86.80055994683205,86.97313939931637,86.63488514712506,86.80746459960938,30764300,0.0,0.0,0.0
2005-12-29 00:00:00-05:00,86.78675841526909,86.95243321976245,86.33114611952846,86.42089080810547,32788900,0.0,0.0,0.0
2005-12-30 00:00:00-05:00,86.15165456512635,86.33113338238623,85.84791307944607,85.95146179199219,44645600,0.0,0.0,0.0
2006-01-03 00:00:00-05:00,86.42089590219291,87.67036956258097,85.86863949905276,87.46327209472656,73256700,0.0,0.0,0.0
2006-01-04 00:00:00-05:00,87.57372275549254,88.00862110439768,87.46326937162044,87.8774642944336,51899600,0.0,0.0,0.0
2006-01-05 00:00:00-05:00,87.77391569587962,88.07765196857075,87.58752692699164,87.93268585205078,47307500,0.0,0.0,0.0
2006-01-06 00:00:00-05:00,88.37448126129925,88.76105751576483,87.91886901850212,88.66441345214844,62885900,0.0,0.0,0.0
2006-01-09 00:00:00-05:00,88.65062694376323,89.0924299958184,88.62301886137912,88.89224243164062,43527400,0.0,0.0,0.0
2006-01-10 00:00:00-05:00,88.62991340911682,89.03719843589094,88.54016871279148,88.98197174072266,44960800,0.0,0.0,0.0
2006-01-11 00:00:00-05:00,89.06478901124005,89.3547211695372,88.86459098760352,89.26497650146484,49598900,0.0,0.0,0.0
2006-01-12 00:00:00-05:00,89.10622148789918,89.2442829390471,88.66441852417769,88.91293334960938,40509200,0.0,0.0,0.0
2006-01-13 00:00:00-05:00,88.75416091162865,88.98195650675282,88.49873617352793,88.83008575439453,44856700,0.0,0.0,0.0
2006-01-17 00:00:00-05:00,88.49874865355146,88.65061942732643,88.22952510611665,88.58849334716797,52066600,0.0,0.0,0.0
2006-01-18 00:00:00-05:00,88.07079818835327,88.98201274499382,87.78086580517582,88.2364730834961,75067600,0.0,0.0,0.0
2006-01-19 00:00:00-05:00,88.4504624573737,88.89226562470063,88.22955560700105,88.57471466064453,81530400,0.0,0.0,0.0
2006-01-20 00:00:00-05:00,88.55397555144619,88.57468424488015,86.95934295654297,86.95934295654297,114957800,0.0,0.0,0.0
2006-01-23 00:00:00-05:00,87.12501526769702,87.54610957778107,87.06978857565483,87.26998138427734,67017400,0.0,0.0,0.0
2006-01-24 00:00:00-05:00,87.4149626458398,87.77393093959945,87.26999650414352,87.3597412109375,53008800,0.0,0.0,0.0
2006-01-25 00:00:00-05:00,87.69800315947532,87.79464726233452,86.86961836348539,87.43568420410156,87747700,0.0,0.0,0.0
2006-01-26 00:00:00-05:00,87.84293364475512,88.13286583560449,87.50467942209754,87.91886901855469,71294000,0.0,0.0,0.0
2006-01-27 00:00:00-05:00,88.1259717205534,88.81628951150228,87.98100034975216,88.73344421386719,65771200,0.0,0.0,0.0
2006-01-30 00:00:00-05:00,88.66441345214844,88.91982764883187,88.60228738269781,88.66441345214844,33709600,0.0,0.0,0.0
2006-01-31 00:00:00-05:00,88.58161454592997,88.7334748215809,88.00864405108561,88.01554870605469,72937000,0.0,0.0,0.0
2006-02-01 00:00:00-05:00,88.2364095575239,88.6574985156169,88.16737883980569,88.62989044189453,63561000,0.0,0.0,0.0
2006-02-02 00:00:00-05:00,88.42971817360034,88.45732625207852,87.53230288855447,87.60133361816406,83626900,0.0,0.0,0.0
2006-02-03 00:00:00-05:00,87.38044501116593,88.6299187815182,87.07670343603628,87.16644287109375,86040400,0.0,0.0,0.0
2006-02-06 00:00:00-05:00,87.28380845194472,87.53232334999743,87.09741964505105,87.39425659179688,45511900,0.0,0.0,0.0
2006-02-07 00:00:00-05:00,87.24237565624959,87.43566909527561,86.56586705313542,86.62109375,71208100,0.0,0.0,0.0
2006-02-08 00:00:00-05:00,86.87651041120631,88.42973101995017,86.70393092875786,87.4080581665039,59422200,0.0,0.0,0.0
2006-02-09 00:00:00-05:00,87.61514273303722,88.08455909496608,87.23547106483618,87.2630844116211,62023300,0.0,0.0,0.0
2006-02-10 00:00:00-05:00,87.27690884553567,87.76012936041678,86.6003948579935,87.421875,64508700,0.0,0.0,0.0
2006-02-13 00:00:00-05:00,87.39424122546524,87.52540330601677,86.94553355694822,87.2630844116211,52308700,0.0,0.0,0.0
2006-02-14 00:00:00-05:00,87.29758453771832,88.38138322564618,87.12500509526672,88.18809509277344,90964400,0.0,0.0,0.0
2006-02-15 00:00:00-05:00,88.13976300909688,88.58157117676431,87.83602153967117,88.49872589111328,85471300,0.0,0.0,0.0
2006-02-16 00:00:00-05:00,88.59537999076782,89.19596361282608,88.48492661965214,89.16144561767578,61017900,0.0,0.0,0.0
2006-02-17 00:00:00-05:00,89.08552566641488,89.16146105552808,88.76107541596892,88.91984558105469,40342600,0.0,0.0,0.0
2006-02-21 00:00:00-05:00,89.12695311933008,89.32714069500892,88.56088733048605,88.69895935058594,46456300,0.0,0.0,0.0
2006-02-22 00:00:00-05:00,88.8921916972759,89.49966396375802,88.80934643057545,89.23735046386719,42326700,0.0,0.0,0.0
2006-02-23 00:00:00-05:00,89.2373784885052,89.49279268530347,88.5539601240022,89.10621643066406,43423200,0.0,0.0,0.0
2006-02-24 00:00:00-05:00,89.1269479254912,89.38236218764257,88.88533243781269,89.33404541015625,36777400,0.0,0.0,0.0
2006-02-27 00:00:00-05:00,89.32716337199696,89.76896656159246,89.24432856564123,89.36859130859375,35858600,0.0,0.0,0.0
2006-02-28 00:00:00-05:00,89.18904105190494,89.67917123337543,88.45040662076752,88.5194320678711,74394800,0.0,0.0,0.0
2006-03-01 00:00:00-05:00,88.77489736527562,89.38927995253303,88.70586135319056,89.30643463134766,48641600,0.0,0.0,0.0
2006-03-02 00:00:00-05:00,88.98195633223786,89.34092452196373,88.78176881365633,89.29950714111328,60642300,0.0,0.0,0.0
2006-03-03 00:00:00-05:00,88.82321174044645,89.78966321636968,88.80940243172027,88.88533782958984,73402500,0.0,0.0,0.0
2006-03-06 00:00:00-05:00,89.14766717206403,89.17527525769309,88.25715630933665,88.47805786132812,57478400,0.0,0.0,0.0
2006-03-07 00:00:00-05:00,88.26402282148187,88.4020842567987,87.94647730688824,88.33995819091797,61780800,0.0,0.0,0.0
2006-03-08 00:00:00-05:00,88.15358204278672,88.664421013129,87.7946190997014,88.52635955810547,66692400,0.0,0.0,0.0
2006-03-09 00:00:00-05:00,88.55397297049868,88.8300958971802,87.93268585205078,87.93268585205078,56313600,0.0,0.0,0.0
2006-03-10 00:00:00-05:00,88.16047427542084,88.94053139315174,87.97409081072625,88.76795196533203,60490800,0.0,0.0,0.0
2006-03-13 00:00:00-05:00,88.9405389120348,89.16144565435705,88.7265420887934,88.93363952636719,45479100,0.0,0.0,0.0
2006-03-14 00:00:00-05:00,88.85078237585587,89.90005753724782,88.78174640292272,89.86553955078125,69877300,0.0,0.0,0.0
2006-03-15 00:00:00-05:00,89.84488155984246,90.3350119640346,89.637794591017,90.26597595214844,53398900,0.0,0.0,0.0
2006-03-16 00:00:00-05:00,90.43853749543857,90.75608834029461,90.32118472526106,90.45234680175781,65526400,0.0,0.0,0.0
2006-03-17 00:00:00-05:00,90.56949042355045,90.72196516772247,90.36157993177476,90.52790832519531,47286800,0.519,0.0,0.0
2006-03-20 00:00:00-05:00,90.5417257050748,90.72191822982026,90.24371377084586,90.38232421875,45538500,0.0,0.0,0.0
2006-03-21 00:00:00-05:00,90.35460646293915,90.78431265011776,89.71698986698117,89.81401824951172,87102700,0.0,0.0,0.0
2006-03-22 00:00:00-05:00,89.75856985077857,90.45163273131202,89.71698776999462,90.36154174804688,51605700,0.0,0.0,0.0
2006-03-23 00:00:00-05:00,90.278340241936,90.36844177378462,89.86250898209796,90.17438507080078,46704200,0.0,0.0,0.0
2006-03-24 00:00:00-05:00,90.09126918030013,90.493247016122,89.91800341875464,90.24374389648438,43209200,0.0,0.0,0.0
2006-03-27 00:00:00-05:00,90.1189644803095,90.29223019846364,89.91798090038277,90.1120376586914,32523000,0.0,0.0,0.0
2006-03-28 00:00:00-05:00,90.04968608039285,90.4655281823987,89.43979772616926,89.5576171875,82079900,0.0,0.0,0.0
2006-03-29 00:00:00-05:00,89.68929992087901,90.44473617538208,89.6061251561778,90.1189956665039,61505700,0.0,0.0,0.0
2006-03-30 00:00:00-05:00,90.17441201038098,90.77737333369407,89.7862984884645,89.95956420898438,70571700,0.0,0.0,0.0
2006-03-31 00:00:00-05:00,90.1120303067891,90.26450497234893,89.66153313116259,89.9803466796875,62925600,0.0,0.0,0.0
2006-04-03 00:00:00-04:00,90.14670596658394,90.70114788469539,89.74472817324194,89.91105651855469,61624700,0.0,0.0,0.0
2006-04-04 00:00:00-04:00,89.91106924819053,90.60413231925563,89.65463929599346,90.48631286621094,54809300,0.0,0.0,0.0
2006-04-05 00:00:00-04:00,90.52095865718542,90.98530959714462,90.36155712861485,90.79817962646484,50607200,0.0,0.0,0.0
2006-04-06 00:00:00-04:00,90.68729534140648,90.93679843770906,90.22987123563477,90.7011489868164,57906200,0.0,0.0,0.0
2006-04-07 00:00:00-04:00,90.83283957142271,91.06847846498124,89.64770770509429,89.77938079833984,80180900,0.0,0.0,0.0
2006-04-10 00:00:00-04:00,89.91801452636719,90.15365345310497,89.58533660888597,89.91801452636719,41496500,0.0,0.0,0.0
2006-04-11 00:00:00-04:00,89.99424297857314,90.13978029966236,88.88533784743132,89.15563201904297,72799400,0.0,0.0,0.0
2006-04-12 00:00:00-04:00,89.24572309823365,89.49522619461199,89.13483048310954,89.32196044921875,43033700,0.0,0.0,0.0
2006-04-13 00:00:00-04:00,89.12098782853501,89.57841204513642,88.92693099275945,89.20416259765625,51051800,0.0,0.0,0.0
2006-04-17 00:00:00-04:00,89.28729879952228,89.61996604580143,88.72591951664464,89.16947937011719,64167700,0.0,0.0,0.0
2006-04-18 00:00:00-04:00,89.35661887875276,90.7496824541241,89.35661887875276,90.58334350585938,92531800,0.0,0.0,0.0
2006-04-19 00:00:00-04:00,90.61801179197383,90.83979708818471,90.26455337335584,90.75662231445312,87269000,0.0,0.0,0.0
2006-04-20 00:00:00-04:00,90.79125371084241,91.3872883185211,90.51403273879278,90.88135528564453,86005500,0.0,0.0,0.0
2006-04-21 00:00:00-04:00,91.26946255589935,91.33876250646138,90.5278801153054,90.89520263671875,72342600,0.0,0.0,0.0
2006-04-24 00:00:00-04:00,90.71504049923826,90.8397973725737,90.36158207951372,90.7289047241211,52546400,0.0,0.0,0.0
2006-04-25 00:00:00-04:00,90.81897283825032,90.87441914849013,90.04274564549765,90.35462188720703,84359800,0.0,0.0,0.0
2006-04-26 00:00:00-04:00,90.44472251820582,90.88828242018722,90.3061120317058,90.37541198730469,67262400,0.0,0.0,0.0
2006-04-27 00:00:00-04:00,90.02885498702511,91.22786126517944,89.81400720750013,90.81201934814453,124478600,0.0,0.0,0.0
2006-04-28 00:00:00-04:00,90.64570840886375,91.31105356616014,90.59027267311635,91.11699676513672,55854400,0.0,0.0,0.0
2006-05-01 00:00:00-04:00,91.11699448179827,91.3457065434093,90.31997625294647,90.37541198730469,64990300,0.0,0.0,0.0
2006-05-02 00:00:00-04:00,90.79817833843632,91.11006514357899,90.61105894571305,91.05461883544922,49063500,0.0,0.0,0.0
2006-05-03 00:00:00-04:00,90.89522709517328,91.01305713590773,90.41008500948915,90.71503448486328,60821300,0.0,0.0,0.0
2006-05-04 00:00:00-04:00,90.84667659195227,91.2209258652347,90.77043925800406,91.04073333740234,42921400,0.0,0.0,0.0
2006-05-05 00:00:00-04:00,91.51897084916705,92.03876809680492,91.38036036485737,91.84471130371094,62588200,0.0,0.0,0.0
2006-05-08 00:00:00-04:00,91.83779618701092,92.01799937810583,91.73384094238281,91.73384094238281,30016700,0.0,0.0,0.0
2006-05-09 00:00:00-04:00,91.77539099530291,92.01796724847509,91.69915365076031,91.91400146484375,29864000,0.0,0.0,0.0
2006-05-10 00:00:00-04:00,91.7684806295948,92.00411952760034,91.40808488391978,91.86550903320312,64378200,0.0,0.0,0.0
2006-05-11 00:00:00-04:00,91.83779919521871,91.86552764489755,90.45861021988787,90.75662231445312,80626900,0.0,0.0,0.0
2006-05-12 00:00:00-04:00,90.34767631142262,90.59717936806324,89.53679402116559,89.57144927978516,91726500,0.0,0.0,0.0
2006-05-15 00:00:00-04:00,89.25957621149736,89.91799450030777,89.13482995170284,89.75165557861328,84029300,0.0,0.0,0.0
