Date,TRICOT.SN,PLANVITAL.SN,ITAUCL.SN,CEMENTOS.SN,COLO-COLO.SN,SOCOVESA.SN,SK.SN,ENJOY.SN,COPEC.SN,ENELAM.SN,MARINSA.SN,BANVIDA.SN,CGET.SN,SALFACORP.SN,VENTANAS.SN,SALMOCAM.SN,SOQUICOM.SN,IAM.SN,FORUS.SN,HIPERMARC.SN,CMPC.SN,ENELCHILE.SN,MULTI-X.SN,CAMPOS.SN,NAVARINO.SN,HITES.SN,ENAEX.SN,AZUL-AZUL.SN,SMU.SN,INVERCAP.SN,PAZ.SN,ELECMETAL.SN,WATTS.SN,MOLLER.SN,ENLASA.SN,IANSA.SN,CGE.SN,POLPAICO.SN,GASCO.SN,ECL.SN,VOLCAN.SN,POLO.SN,NUAM.SN,QUINENCO.SN,CALICHERAA.SN,SQM,BSANTANDER.SN,SCOTIABKCL.SN,NIBSA.SN,NORTEGRAN.SN,CAP.SN,PARAUCO.SN,TRICAHUE.SN,CONCHATORO.SN,MINERA.SN,PROVIDA.SN,FOSFOROS.SN,ORO-BLANCO.SN,ZOFRI.SN,MANQUEHUE.SN,CAROZZI.SN,CHILE.SN,SONDA.SN,BCI.SN,DUNCANFOX.SN,LIPIGAS.SN,CRISTALES.SN,RIPLEY.SN,EISA.SN,FROWARD.SN,NITRATOS.SN,LAS-CONDES.SN,ESVAL-C.SN,BLUMAR.SN,COPEVAL.SN,BINT.SN,NUTRAVALOR.SN,CENCOMALLS.SN,CRUZADOS.SN,CLP=X,ABC.SN,ENELGXCH.SN,SCHWAGER.SN,AGUAS-A.SN,INVERNOVA.SN,NTGCLGAS.SN,VAPORES.SN,CENCOSUD.SN,CTC.SN,ALMENDRAL.SN,PEHUENCHE.SN,VSPT.SN,MELON.SN,INFODEMA.SN,CAMANCHACA.SN,CUPRUM.SN,BESALCO.SN,MOLYMET.SN,CIC.SN,COLBUN.SN,OXIQUIM.SN,INGEVEC.SN,CINTAC.SN,ANTARCHILE.SN,POTASIOS-A.SN,HABITAT.SN,CCU.SN,SMSAAM.SN,MALLPLAZA.SN,ENTEL.SN,ILC.SN,FALABELLA.SN,ENELDXCH.SN,SIEMEL.SN,NAVIERA.SN,MASISA.SN,PASUR.SN,EMILIANA.SN,INDISA.SN
2006-01-06,,,,623.806884765625,179.64974975585938,,292.8153381347656,,4334.18701171875,50.38637924194336,111.86520385742188,60.14739990234375,,160.4759063720703,48.661014556884766,,86.85237884521484,141.34446716308594,,17.51470375061035,909.418701171875,,,74.93575286865234,1366.6495361328125,,2065.922119140625,,,987.361328125,,2324.528564453125,,,,60.7408561706543,2097.8818359375,8749.54296875,,282.4684753417969,740.9866943359375,1525362.875,,200.77993774414065,117.48595428466795,,10.861412048339844,71.08316040039062,,2.377758741378784,2992.847412109375,230.83892822265625,,539.6694946289062,6619.3828125,99.58340454101562,471.5745239257813,1.877671718597412,57.6611557006836,,,,,,164.05508422851562,,1691.2926025390625,263.07403564453125,,107.53106689453124,,11587.1474609375,,116.9847183227539,228.76150512695312,,236.9481658935547,,,,,112.08494567871094,4.107339859008789,56.16582489013672,0.531130850315094,,197.42416381835935,595.5350952148438,,11.47623062133789,353.52349853515625,2.442103862762451,,12.468148231506348,,,,1287.3790283203125,2.048006772994995,66.83817291259766,,,103.67413330078124,5000.81591796875,,47.27066802978516,1122.9876708984375,,,1943.7191162109373,,1111.51318359375,1022.371826171875,185.14292907714844,15.10517120361328,89.593017578125,3976.271484375,,23.05715751647949
2006-01-09,,,,628.797119140625,179.64974975585938,,293.6288757324219,,4195.8623046875,49.978759765625,111.86520385742188,61.29671096801758,,160.4759063720703,48.661014556884766,,87.47277069091797,141.34446716308594,,17.51470375061035,903.8990478515624,,,71.93971252441406,1366.6495361328125,,2065.922119140625,,,953.1851806640624,,2324.528564453125,,,,60.26644134521485,2097.81201171875,8749.54296875,,282.4684753417969,740.9866943359375,1525362.875,,201.109130859375,117.48595428466795,5.656014919281006,10.92807674407959,71.08316040039062,,2.377758741378784,2915.596435546875,227.39356994628903,,529.5504760742188,6619.3828125,99.58340454101562,471.5745239257813,1.877671718597412,57.6611557006836,,,,,,164.05508422851562,,1675.030517578125,259.06201171875,,107.53106689453124,,11587.1474609375,,116.9847183227539,228.76150512695312,,236.9481658935547,,,523.0,,111.66749572753906,3.9421253204345694,55.86549377441406,0.531130850315094,,192.1188507080078,592.3219604492188,,11.35481071472168,353.52349853515625,2.550253868103028,,12.36581039428711,,,,1287.3790283203125,2.048006772994995,66.35884857177734,,,103.60932159423828,5000.81591796875,,47.27066802978516,1118.8441162109375,,,1962.59033203125,,1087.6158447265625,1022.371826171875,185.14292907714844,15.10517120361328,88.30244445800781,3976.271484375,,23.05715751647949
2006-01-10,,,,638.7781372070312,179.64974975585938,,296.88232421875,,4205.08447265625,49.5837287902832,111.86520385742188,62.06293487548828,,160.4759063720703,48.661014556884766,,87.47277069091797,156.06781005859375,,17.51470375061035,896.929931640625,,,71.87044525146484,1366.6495361328125,,2065.922119140625,,,963.062255859375,,2324.528564453125,,,,59.80759048461914,2083.82666015625,8749.54296875,,274.39801025390625,740.9866943359375,1525362.875,,200.77993774414065,117.48595428466795,5.639507293701172,10.566189765930176,71.08316040039062,,2.178099632263184,2907.623046875,234.2843170166016,,505.9400634765625,6618.64404296875,99.58340454101562,471.5745239257813,1.8784257173538208,57.6611557006836,,,,,,164.05508422851562,,1681.535888671875,260.7813720703125,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,522.5,,110.84722137451172,4.191180229187012,57.36725616455078,0.531130850315094,,193.35824584960935,601.6290283203125,,11.260807991027832,353.52349853515625,2.503026962280273,,12.792219161987305,,,,1287.3790283203125,2.0105912685394287,65.92561340332031,,,103.60932159423828,4916.05712890625,,47.27066802978516,1129.2034912109375,,,1943.7191162109373,,1079.7557373046875,1006.3967895507812,185.14292907714844,15.10517120361328,89.58451080322266,3976.271484375,,23.05715751647949
2006-01-11,,,,638.7781372070312,180.64781188964844,,296.88232421875,,4241.970703125,50.59230422973633,111.86520385742188,62.82912063598633,,160.4759063720703,48.661014556884766,,83.75051879882812,157.54019165039062,,17.51470375061035,896.8609619140625,,,72.73633575439453,1366.6495361328125,,2065.922119140625,,,963.062255859375,,2324.528564453125,,,,59.74536895751953,2094.316162109375,9146.8876953125,,274.39801025390625,740.9866943359375,1445605.375,,200.77993774414065,114.0020751953125,5.64678955078125,10.57094955444336,71.08316040039062,,2.0401535034179688,2964.8544921875,234.2843170166016,,526.1776733398438,6619.3828125,99.58340454101562,471.5745239257813,1.877671718597412,57.6611557006836,,,,,,164.05508422851562,,1691.3253173828125,263.07403564453125,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,524.0,,111.17488098144533,4.293925285339356,57.66759490966797,0.531130850315094,,197.5370330810547,615.0353393554688,,11.24122428894043,321.9075622558594,2.46996808052063,,12.792219161987305,,,,1287.3790283203125,2.048006772994995,66.80131530761719,,,103.60932159423828,4958.4375,,47.27066802978516,1147.8507080078125,,,1953.1546630859373,,1095.6346435546875,1006.3967895507812,185.14292907714844,15.10517120361328,91.274169921875,3976.271484375,,23.05715751647949
2006-01-12,,,,633.7875366210938,179.64974975585938,,291.1885681152344,,4195.8623046875,49.7140007019043,115.70465087890624,63.97844314575195,,160.4759063720703,47.726505279541016,,83.75051879882812,164.90182495117188,,17.51470375061035,886.6491088867188,,,73.1693115234375,1366.6495361328125,,2065.922119140625,,,968.0010986328124,,2324.528564453125,,,,59.08429336547852,2094.316162109375,9146.8876953125,,274.39801025390625,740.9866943359375,1445605.375,,201.43829345703125,113.4146499633789,5.510368824005127,10.57094955444336,71.08316040039062,,2.178099632263184,2923.903076171875,234.2843170166016,,526.1776733398438,6619.3828125,99.58340454101562,471.5745239257813,1.87013041973114,57.66383361816406,,,,,,159.69964599609375,,1723.817626953125,260.7699584960937,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,522.5,,111.04129028320312,4.150904178619385,57.96794891357422,0.531130850315094,,195.27944946289065,609.384765625,,11.202055931091309,321.9075622558594,2.4794139862060547,,12.792219161987305,,,,1287.3790283203125,2.0283145904541016,66.32199096679688,,,103.60932159423828,5000.81591796875,,47.27066802978516,1143.706787109375,,,1932.396728515625,,1095.6346435546875,1006.3967895507812,185.14292907714844,15.10517120361328,91.57131958007812,3976.271484375,,23.05715751647949
2006-01-13,,,,633.7875366210938,179.64974975585938,,292.0020751953125,,4195.8623046875,50.26031112670898,115.70465087890624,64.3615493774414,,160.4759063720703,47.726505279541016,,83.75051879882812,164.90182495117188,,17.51470375061035,890.098876953125,,,75.48126983642578,1366.6495361328125,,2023.759765625,,,963.062255859375,,2324.528564453125,,,,61.45637893676758,2094.316162109375,9146.8876953125,,271.1697082519531,740.9866943359375,1445605.375,,201.43829345703125,113.4146499633789,5.436572074890137,10.61856460571289,73.92647552490234,,2.178099632263184,2928.056640625,234.2843170166016,,519.4317626953125,6619.3828125,99.58340454101562,471.5745239257813,1.87013041973114,57.6611557006836,,,,,,159.69964599609375,,1740.08056640625,261.9277038574219,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,525.5,,111.07472229003906,4.355571746826172,57.96794891357422,0.531130850315094,,195.27944946289065,620.4644165039062,,11.170722007751465,321.9075622558594,2.4794139862060547,,11.939404487609863,,,,1287.3790283203125,2.0105912685394287,65.90718078613281,,,103.60932159423828,5000.81591796875,,47.27066802978516,1160.282470703125,,,1939.945068359375,,1087.695068359375,1006.3967895507812,185.14292907714844,15.10517120361328,90.8496322631836,3976.271484375,,23.05715751647949
2006-01-16,,,,633.7875366210938,179.64974975585938,,291.1885681152344,,4148.83203125,49.79805755615234,114.66275787353516,64.3615493774414,,160.4759063720703,47.726505279541016,,83.74431610107422,160.48484802246094,,17.51470375061035,886.6491088867188,,,86.59088134765625,1366.6495361328125,,2023.6746826171875,,,958.123779296875,,2324.528564453125,,,,66.10720825195312,2090.820068359375,9146.8876953125,,266.32745361328125,740.9866943359375,1445605.375,,201.43829345703125,116.32271575927734,5.436572074890137,10.547142028808594,73.92647552490234,,2.178099632263184,2907.289306640625,233.5883331298828,,519.4317626953125,6619.3828125,99.58340454101562,471.5745239257813,1.87013041973114,57.6611557006836,,,,,,159.69964599609375,,1740.08056640625,260.712646484375,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,526.7999877929688,,110.89519500732422,3.7810213565826416,57.36725616455078,0.531130850315094,,192.3446350097656,614.9244384765625,,11.162887573242188,322.769775390625,2.512472152709961,,11.939404487609863,,,,1287.3790283203125,1.9928678274154663,66.18370819091797,,,103.60932159423828,4959.28466796875,,47.27066802978516,1143.706787109375,,,1924.8482666015625,,1087.695068359375,1006.3967895507812,185.14292907714844,15.10517120361328,90.8496322631836,4055.7978515625,,23.05715751647949
2006-01-17,,,,628.797119140625,174.65948486328125,,288.7484130859375,,4094.055908203125,49.56272506713867,114.66275787353516,64.3615493774414,,157.38980102539062,48.06025695800781,,80.64864349365234,160.48484802246094,,17.51470375061035,877.7476196289062,,,88.75566101074219,1366.6495361328125,,2023.759765625,,,968.4952392578124,,2324.528564453125,,,,71.13914489746094,2029.70263671875,9146.8876953125,,258.2569274902344,740.9866943359375,1445605.375,,197.4885711669922,116.32271575927734,5.334617614746094,10.57094955444336,73.92647552490234,,2.178099632263184,2945.002197265625,217.05747985839844,,505.9400634765625,6623.08154296875,99.58340454101562,471.5745239257813,1.7947217226028442,57.6611557006836,,,,,,159.69964599609375,,1723.817626953125,255.62315368652344,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,531.7999877929688,,110.72823333740234,3.7045786380767822,57.36725616455078,0.531130850315094,,188.00558471679688,617.6944580078125,,11.1668062210083,322.769775390625,2.550253868103028,,11.939404487609863,,,,1287.3790283203125,1.979083776473999,65.70438385009766,,,103.0906219482422,4958.4375,,47.27066802978516,1139.563232421875,,,1887.4833984375,,1071.816650390625,1022.371826171875,185.14292907714844,15.10517120361328,90.8496322631836,4055.7978515625,,23.05715751647949
2006-01-18,,,,633.3883666992188,174.65948486328125,,288.7484130859375,,4085.20166015625,49.61734771728516,114.66275787353516,61.29671096801758,,160.4759063720703,49.061519622802734,,80.64864349365234,159.0125274658203,,17.51470375061035,876.1609497070312,,,87.45680236816406,1366.6495361328125,,2023.759765625,,,963.062255859375,,2324.528564453125,,,,73.10680389404297,2027.9552001953125,9146.8876953125,,257.4499206542969,740.9866943359375,1445605.375,,197.4885711669922,113.4204559326172,5.385593891143799,10.57094955444336,73.92647552490234,,2.178099632263184,2924.276123046875,227.39356994628903,,505.9400634765625,6623.08154296875,99.58340454101562,471.5745239257813,1.7871814966201782,57.6611557006836,,,,,,159.69964599609375,,1715.68701171875,255.7491912841797,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,535.0,,109.9977035522461,3.584572553634644,56.766544342041016,0.531130850315094,,189.63555908203125,620.9630737304688,,10.978797912597656,351.5116882324219,2.550253868103028,,12.36581039428711,,,,1287.3790283203125,1.969237208366394,64.81948852539062,,,100.49714660644533,4959.36962890625,,47.27066802978516,1122.9876708984375,,,1864.0831298828125,,1079.6763916015625,1022.371826171875,185.14292907714844,13.031912803649902,89.82227325439453,4055.7978515625,,23.05715751647949
2006-01-19,,,,623.806884765625,185.73789978027344,,288.7484130859375,,4122.08837890625,50.42841339111328,114.66275787353516,63.97844314575195,,157.38980102539062,49.061519622802734,,80.64864349365234,158.71803283691406,,17.51470375061035,884.5791015625,,,89.18860626220703,1366.6495361328125,,2023.759765625,,,980.3478393554688,,2324.528564453125,,,,73.88452911376953,2027.9552001953125,9146.8876953125,,254.22164916992188,740.9866943359375,1445605.375,,201.43829345703125,118.6491928100586,5.43997049331665,10.632850646972656,73.92647552490234,,2.178099632263184,2982.048828125,227.39356994628903,,505.95361328125,6656.36376953125,99.58340454101562,471.5745239257813,1.8852124214172363,57.63419342041016,,,,,,159.69964599609375,,1714.060546875,257.91571044921875,,107.53106689453124,,11587.1474609375,,117.8386001586914,228.76150512695312,,236.9481658935547,,,532.5,,110.41513061523438,3.41113829612732,55.86549377441406,0.531130850315094,,191.890869140625,632.4306030273438,,11.06888484954834,353.52349853515625,2.550253868103028,,12.66429615020752,,,,1287.3790283203125,1.988929748535156,65.4463119506836,,,100.49714660644533,5000.81591796875,,47.27066802978516,1125.06005859375,,,1889.3704833984373,,1087.695068359375,1022.371826171875,185.14292907714844,13.031912803649902,90.5015106201172,4055.7978515625,,23.05715751647949
